execution_order,graph_id,code_length,target_order_within_instance,target_r,run_order_within_target,initialisation_class,initialisation_id,restart_index,seed,kernel_config_sha256,proposal_budget,proposals_executed,swap_proposals,replacement_proposals,accepted_moves,stopping_reason,success,first_success_proposal,initial_violation_count,initial_total_excess,initial_maximum_excess,initial_maximum_distance_edge_count,initial_total_local_hamming,best_violation_count,best_total_excess,best_maximum_excess,best_maximum_distance_edge_count,best_total_local_hamming,final_violation_count,final_total_excess,final_maximum_excess,final_maximum_distance_edge_count,final_total_local_hamming,initial_state_sha256,best_state_sha256,final_state_sha256,checkpoint_sha256
28,primitive_q3_knn8,9,1,2,2,stage3_baseline,cartesian_coordinate_gray,1,5968642716779752197,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62386,187614,432,proposal_budget_exhausted,False,,384,672,3,48,3000,203,237,3,1,2538,203,237,3,1,2538,dbfd65225ad579785b4edbd3129dc2b36c62cbf44e7fb08d496bc4d027f60268,230e026fbc37813b634c90dacc62d4a1cc0bfaad593528c4ab202de02ee4bedd,ea8225cc7940abfb8f26672ab3c445c32c4c62faca205584e11e3ced9ac492e7,e7094a5e2118e9aa89b5dc2bd3fe6ed675e0e8d9c1db2850f425e06dfe37d2cc
28,primitive_q3_knn8,9,1,2,3,deterministic_random,deterministic_random_seed_15667358304177374827,0,7607013834813788534,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62487,187513,2248,proposal_budget_exhausted,False,,1290,3583,7,1,6386,273,384,3,1,2921,273,384,3,1,2921,24cd6ab0f2db4b13589c7f2a425431a6f5250f2fa47f48b11e861d4d77dd8c37,721c2ba02daf01b24815eb7ad79d2d37dc05b6924872a0876823fe07b12bd2a6,721c2ba02daf01b24815eb7ad79d2d37dc05b6924872a0876823fe07b12bd2a6,ce25ecf308b2a9b49e5993f0458d4d625c6861f6601265b873f86ad6f4ecd7b7
28,primitive_q3_knn8,9,1,2,4,deterministic_random,deterministic_random_seed_1279904223330670386,1,7068275258884931013,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62465,187535,2301,proposal_budget_exhausted,False,,1297,3526,7,1,6329,260,403,4,2,2980,260,403,4,2,2980,3ef28cc99174f5cb71574860f72fbad84c11c5e2d08b909991dfc987c7c374fd,a781678936a1fae0b3b0e4eeb04481824e30d2d9dc35ac15a8bf6ae76252c0a7,93b4a20996af61c50b43e90404b6d16fff5344211cc66db23a7b1e865a13a690,3418442a3acd4537538de815e481df73060a74a95fd54502dee7ad305171c13f
28,primitive_q3_knn8,9,2,3,1,stage3_baseline,cartesian_coordinate_gray,0,3670972320121107415,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62711,187289,925,proposal_budget_exhausted,False,,240,288,2,48,3000,8,8,1,8,2708,8,8,1,8,2708,dbfd65225ad579785b4edbd3129dc2b36c62cbf44e7fb08d496bc4d027f60268,deea46d80b320ed2487ce185088927c26cbe79c5ad6f52d8deb8d05659c98e58,e0c70138cbb71a736e022a7dcc523a4ec040e512a51f187cfcfa676241555980,fbed8dfabae2d1dd688c05c456d392cb9a3a4977d938093e7547c5d5f728e558
28,primitive_q3_knn8,9,2,3,2,stage3_baseline,cartesian_coordinate_gray,1,4112001518973560331,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62357,187643,908,proposal_budget_exhausted,False,,240,288,2,48,3000,8,8,1,8,2742,8,8,1,8,2742,dbfd65225ad579785b4edbd3129dc2b36c62cbf44e7fb08d496bc4d027f60268,ad307775664d0c3a727993bf25696405a20a4e7ff52b98765c4743476866c53e,a33230fb59e69cdfaf1ae0110acbd9b525bfec08f81cbf60a1d77865c8d60ffa,720c3c41cd45b672f966468674d623952d66eb53179a95db4eb3fb8be3c9ffa9
28,primitive_q3_knn8,9,2,3,3,deterministic_random,deterministic_random_seed_9324392101156720456,0,11709994928274906308,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62383,187617,1938,proposal_budget_exhausted,False,,1058,2270,6,3,6367,8,8,1,8,2872,8,8,1,8,2872,54dc97d8167cd98346fa2857b521db98563b60920028989b2648523fc95457f3,b528dc3571414eacc261e964fe2af3313587ef6ea0bed3302a7e341340c595ec,b528dc3571414eacc261e964fe2af3313587ef6ea0bed3302a7e341340c595ec,b27135e629716db3b35b0d1f8db8b8d5bea45baff275a7cf733567dc07b3efef
28,primitive_q3_knn8,9,2,3,4,deterministic_random,deterministic_random_seed_15704706619943619167,1,5793634700828359213,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62122,187878,1928,proposal_budget_exhausted,False,,1041,2284,6,2,6358,12,12,1,12,2902,12,12,1,12,2902,bc773859287df1b9c46f14b0fc247dfdeedea3bcaf039365e33fd7e0cead44ed,6a245c33a257b64ee2bb16d0205d994ce89afca8f89fead840b76d7f60768392,6a245c33a257b64ee2bb16d0205d994ce89afca8f89fead840b76d7f60768392,86c5a467b3dff37cea7030cc99415ea5edec619241112253021fb861a439e111
28,primitive_q3_knn8,9,3,4,1,stage3_baseline,cartesian_coordinate_gray,0,17050508226795940988,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,155575,39043,116532,2949,target_feasible,True,155575,48,48,1,48,3000,0,0,0,154,3243,0,0,0,154,3243,dbfd65225ad579785b4edbd3129dc2b36c62cbf44e7fb08d496bc4d027f60268,38ddcea6114dc4a4bad31071867b6e3bc09043e887bef99742d8630324df7eef,38ddcea6114dc4a4bad31071867b6e3bc09043e887bef99742d8630324df7eef,5bf80a5c056bca4e7e57f810c814b618c6beeebc6ba2bca65d82008f230de6e2
28,primitive_q3_knn8,9,3,4,2,stage3_baseline,cartesian_coordinate_gray,1,12758445088019447366,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,168407,42366,126041,3070,target_feasible,True,168407,48,48,1,48,3000,0,0,0,98,3022,0,0,0,98,3022,dbfd65225ad579785b4edbd3129dc2b36c62cbf44e7fb08d496bc4d027f60268,38e7f8dfa854c89a097f95e8355df0006bf7417562f6ce1de365ef5426b9b4a6,38e7f8dfa854c89a097f95e8355df0006bf7417562f6ce1de365ef5426b9b4a6,3487d2c7e70f54a7f0acd0348abc839ae0c06fa7d53be13f6b9758fd23daec93
28,primitive_q3_knn8,9,3,4,3,deterministic_random,deterministic_random_seed_7098557987911028851,0,1706731916818890518,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,136801,33825,102976,3520,target_feasible,True,136801,739,1255,5,6,6418,0,0,0,162,3261,0,0,0,162,3261,908fa68be7c395b7e8de6f1ae285d563cfb12fd3cc57e1d2eed9a46ae3572b53,e0793a513eeaabfc285db9d4904bc5b254f4b2409701ec883a24beb3ef637389,e0793a513eeaabfc285db9d4904bc5b254f4b2409701ec883a24beb3ef637389,c168b5bc243ab57c5d849745b7ea253f7f19c416de1f4ae6906baf7f7d64046e
28,primitive_q3_knn8,9,3,4,4,deterministic_random,deterministic_random_seed_4252304343589062041,1,18012745505189680891,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,160077,40093,119984,3801,target_feasible,True,160077,690,1200,5,2,6348,0,0,0,153,3194,0,0,0,153,3194,aaa8239499be9b312edd763dab4cadfde8004aca8a2509bae26db4d52d0d88eb,49013860a23ba2242e95414630ddc84a64085a31e5b3a0b4a4150d43244ca349,49013860a23ba2242e95414630ddc84a64085a31e5b3a0b4a4150d43244ca349,88e020797ee382c9185f242cc40108d73ea0888e13a6d47530e8eb7aebe6a165
29,primitive_q3_knn8,10,1,2,1,stage3_baseline,cartesian_coordinate_gray,0,6760559701733194578,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62578,187422,384,proposal_budget_exhausted,False,,384,672,3,48,3000,217,247,2,30,2556,217,247,2,30,2556,0d77b6507ee2c1e045589ee10bade2d874655045420c1ccd3e130a41f11548c3,6527ef2bd6640dda2afb572d428bfd06fa672f715dda8490b1e0a9a8d5684719,924058d41fe2319fc93c591cfb910519049d512c1b0e939cf5c51c22e8dc5561,f787b0d0ce1b9bd6a35cb164f3313ab04a8c2b96f442ada339f6279b55f29eab
29,primitive_q3_knn8,10,1,2,2,stage3_baseline,cartesian_coordinate_gray,1,540383907763432622,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62520,187480,427,proposal_budget_exhausted,False,,384,672,3,48,3000,225,260,2,35,2580,225,260,2,35,2580,0d77b6507ee2c1e045589ee10bade2d874655045420c1ccd3e130a41f11548c3,bee249b58b7eaf22d414783332eb3cd2c8f348de73d93bc21f5faf88376e1f3f,bee249b58b7eaf22d414783332eb3cd2c8f348de73d93bc21f5faf88376e1f3f,786178f17081d269a840fdc4e86607840ca8af15670690367cdda2b5adbf2679
29,primitive_q3_knn8,10,1,2,3,deterministic_random,deterministic_random_seed_9210544727164787915,0,4753620972352968980,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62616,187384,2814,proposal_budget_exhausted,False,,1336,4301,8,2,7123,358,628,6,1,3236,358,628,6,1,3236,d997fbd17fdc7da45af5f22479f2b19fb43abfb3f81d7a8033ae6f2c0d5bf093,d542a421e80a60e0b44735b301b8a48ea91f91ebe8d57535a4380acda4db7aee,d542a421e80a60e0b44735b301b8a48ea91f91ebe8d57535a4380acda4db7aee,a284c0bb22c32a924552681b707a555e3bb9df14871df2e36cefef09f81e53fd
29,primitive_q3_knn8,10,1,2,4,deterministic_random,deterministic_random_seed_17477309009958257355,1,1198011766956229561,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62547,187453,2793,proposal_budget_exhausted,False,,1340,4253,8,1,7067,370,597,5,1,3175,370,597,5,1,3175,b49da67ead1104ce98f9ac58f3972b35a5b64650dc86d847015dda5446695f74,970fe6883aa1e8b05db16ad8043c10787bdb8984d39ecf543fee431aa6fa8f81,85710e6eeb0b570d4f66dd5eab4050d61cc2e2fa55a324a6e7d262ef0f929363,97d9f2c812fac825f5a55a07a3ef530b3f2e37280f8c340fc3188981bdfbd431
29,primitive_q3_knn8,10,2,3,1,stage3_baseline,cartesian_coordinate_gray,0,14911329067412723536,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62556,187444,663,proposal_budget_exhausted,False,,240,288,2,48,3000,17,17,1,17,2815,17,17,1,17,2815,0d77b6507ee2c1e045589ee10bade2d874655045420c1ccd3e130a41f11548c3,12856b7fe522a1a8595378007453769756bc12290a5334db1f718ef64546c1e8,12856b7fe522a1a8595378007453769756bc12290a5334db1f718ef64546c1e8,4d689735f6a6e73e0d4bd178e441849d7e22ca50faaa1670505a1ff61eba1d83
29,primitive_q3_knn8,10,2,3,2,stage3_baseline,cartesian_coordinate_gray,1,5164444700324940703,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62401,187599,625,proposal_budget_exhausted,False,,240,288,2,48,3000,16,16,1,16,2862,16,16,1,16,2862,0d77b6507ee2c1e045589ee10bade2d874655045420c1ccd3e130a41f11548c3,1427df7102c9722653415e0d6b8c212c1a9620939a9c06088786e1332b6b9296,ab095b7214ad9b40937476f65e009e06212595c9812f012e6ca6d86477f6be51,b576268caaaf003042d082c6e6e626457f9c8ce108ade19ba7df4384af2bcc12
29,primitive_q3_knn8,10,2,3,3,deterministic_random,deterministic_random_seed_6952304712138522875,0,6299481047326470014,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62445,187555,2017,proposal_budget_exhausted,False,,1194,2974,7,1,7134,32,33,2,1,3046,32,33,2,1,3046,33799705d6b898cbb9e4c47e7e0d9fdcdce08d482bdfbb65091a867671c4873b,bd5600bd9c80f3ac8c46283e7c821dedd962c709576a00ee03d9ab1fa74272dc,b74964db07d80a9754f3e3084416fbc8858f5441bff5c099b7814d14362a083a,14c3d31e67cf1a50cf1e96472740a28983267ff94a7570436daefbb8e94f9aac
29,primitive_q3_knn8,10,2,3,4,deterministic_random,deterministic_random_seed_6315447101447934137,1,1671315766929203324,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62311,187689,1925,proposal_budget_exhausted,False,,1178,2950,7,2,7101,38,42,3,1,3098,38,42,3,1,3098,63c60d68e719d480127d80f4419f43c56a36fe36d4cda40d6fed7a5787f7076d,4175636b82d25e4ffbe6b2a24bfb3f281e39b88e75aea93ca82c0c412d1530da,4175636b82d25e4ffbe6b2a24bfb3f281e39b88e75aea93ca82c0c412d1530da,477559b175cfb67d4ec6a3d6048b70d8c3176092749d6ccd8af7113b292f9b0e
29,primitive_q3_knn8,10,3,4,1,stage3_baseline,cartesian_coordinate_gray,0,2341446864538010589,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,190901,47811,143090,1677,target_feasible,True,190901,48,48,1,48,3000,0,0,0,153,3237,0,0,0,153,3237,0d77b6507ee2c1e045589ee10bade2d874655045420c1ccd3e130a41f11548c3,2a168196c8a0a6866e272f7d1f1060abf1828c703b718034dc8896cdeb0be6bd,2a168196c8a0a6866e272f7d1f1060abf1828c703b718034dc8896cdeb0be6bd,891568cb225fac40dab40a7b0fe99a0ea7c065157d643bd780c3912c686a6394
29,primitive_q3_knn8,10,3,4,2,stage3_baseline,cartesian_coordinate_gray,1,9684407568077766913,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,148416,37378,111038,1609,target_feasible,True,148416,48,48,1,48,3000,0,0,0,201,3392,0,0,0,201,3392,0d77b6507ee2c1e045589ee10bade2d874655045420c1ccd3e130a41f11548c3,602519de766cefd5c818fc48810c00f8e0f194d6b40855f2d4b1f1a7475cb652,602519de766cefd5c818fc48810c00f8e0f194d6b40855f2d4b1f1a7475cb652,87472e9b50f8bc395ffc310f07616da4600452ec917067e381c0e3df21c72348
29,primitive_q3_knn8,10,3,4,3,deterministic_random,deterministic_random_seed_10506967982169839393,0,390929218510330246,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,180721,45457,135264,2464,target_feasible,True,180721,879,1671,6,1,7012,0,0,0,170,3326,0,0,0,170,3326,c5b5f611d8f1baba9d400d59c6c9f969fa7140a7823eaa7f38134febf14c3367,9bf76c3b3a009ca775b2ac0335c779994494ba4204ccc3caf9d6b78851c72d76,9bf76c3b3a009ca775b2ac0335c779994494ba4204ccc3caf9d6b78851c72d76,ead784895c860f9b055eb32507e014257a7cf091c31de066f1b62feffd520acc
29,primitive_q3_knn8,10,3,4,4,deterministic_random,deterministic_random_seed_10629216862554575715,1,3560199602420425773,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,154521,38521,116000,2451,target_feasible,True,154521,883,1783,6,1,7107,0,0,0,202,3445,0,0,0,202,3445,b10388ba6f32c6e525af724eeba385971eb7813a03e60312d7779fed4ba386dd,3d1514fd1f5c61082ce9a3a73324a37664590d91db5afb9d10bfb3947399d83e,3d1514fd1f5c61082ce9a3a73324a37664590d91db5afb9d10bfb3947399d83e,13109eb76635eea37fee94bfaa4a8bf89f7d178df7d01f6bc7930b6cda74022e
30,primitive_q3_knn8,11,1,2,1,stage3_baseline,cartesian_coordinate_gray,0,9427370094034184007,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62443,187557,365,proposal_budget_exhausted,False,,384,672,3,48,3000,252,312,3,4,2652,252,312,3,4,2652,37f0334bc212dbaeabcae816e50d0be3be9c308e2d1391ed9c01e8e479e33ca3,7499205557e300913addcd4ace97d762353ff46b5b2e91108378c68de6b26cda,21062830bb472e0763e96c9d80a1c73e536f1f435cb8e69836202f8e531826f1,3d5b0b68b6fd93610786b157d8f44c12d568012d001705146921c1f530f7798c
30,primitive_q3_knn8,11,1,2,2,stage3_baseline,cartesian_coordinate_gray,1,1103716376839173734,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62496,187504,398,proposal_budget_exhausted,False,,384,672,3,48,3000,262,317,4,1,2671,262,317,4,1,2671,37f0334bc212dbaeabcae816e50d0be3be9c308e2d1391ed9c01e8e479e33ca3,55943333f1dc1be2dd851a5bd88ee105fad588cd1ae380b25f9b8a81f98d22be,366945bd1bebcab94e5490e01c136b4838b5fda9c38606c4bfc6b14603de477b,6ab2b32ed6edffdad12a6154c3b680f057c34f395b9d8f19f8278ecce369a658
30,primitive_q3_knn8,11,1,2,3,deterministic_random,deterministic_random_seed_5360889037713069071,0,17126438755063539052,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62556,187444,4039,proposal_budget_exhausted,False,,1365,4909,8,10,7731,469,1013,6,11,3636,469,1013,6,11,3636,f2f08756c8da04c4ac9f607fc21eb124cd4fee7b006eb1edd86802475490b8c4,da4d0a9e144ad09dd4b37965a71a77e7df9f528a6da540b703b9fc9344068a91,c131be67ef42f1d1da829adeaffb55c90dd0cd83b9f20bbd26c4355abbf54aff,1d3cf328df688d1e6092d4a990400f14180edcce605e34cbaade11e7ec40d8d1
30,primitive_q3_knn8,11,1,2,4,deterministic_random,deterministic_random_seed_4785913688870123560,1,13159271522582300128,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62444,187556,4116,proposal_budget_exhausted,False,,1384,5043,8,12,7867,472,930,7,1,3553,472,930,7,1,3553,5625dabb6889aaf1010e55f303e4db9ac20caf77071dbb3629e9a01916370819,3838767fcfb280d31a5455c0eee9f387475a0e89c917878d6b34f6b6d9b5fb5d,e811233e554c7ceadb565a43f0fb7231a886cddb2abeeedd0d03ce037a989b48,995ed2546e72d01992e39b080efb212de0c1442b7b2519cd278a22b32abed5fd
30,primitive_q3_knn8,11,2,3,1,stage3_baseline,cartesian_coordinate_gray,0,12635605143063933327,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62353,187647,512,proposal_budget_exhausted,False,,240,288,2,48,3000,18,19,2,1,2884,18,19,2,1,2884,37f0334bc212dbaeabcae816e50d0be3be9c308e2d1391ed9c01e8e479e33ca3,12c7a73cd23d25ed7ea3d4be5a069f9d2b650ece68dd10b08562a559d222c259,c61b6e8412d02cf73e3456e96cdc6409e4c9c052f9e27e7ce5631886ff64aa4a,8c81e7abc7d8f0019a32f8551ef2e8b79c9c63a0e27d5675edd77fdbfb301a75
30,primitive_q3_knn8,11,2,3,2,stage3_baseline,cartesian_coordinate_gray,1,1772785691409420278,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62489,187511,533,proposal_budget_exhausted,False,,240,288,2,48,3000,28,33,2,5,2951,28,33,2,5,2951,37f0334bc212dbaeabcae816e50d0be3be9c308e2d1391ed9c01e8e479e33ca3,4ec83de28509cd4a1637b36b685e8dcf6c286af085cc9e1235c5e86987ff6dba,972088bbe20b5cf8b8113b31737ef379415c5eff64bf35243a8c575ca63a7083,7eb0b78811fdc8741ca5cf806cb20841952125602179960d3787fbc3210e07e8
30,primitive_q3_knn8,11,2,3,3,deterministic_random,deterministic_random_seed_3572971673751985189,0,4329279357877975454,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62247,187753,2100,proposal_budget_exhausted,False,,1241,3615,7,9,7804,88,102,3,3,3320,88,102,3,3,3320,dcaf94d3bd394e95d780f2e30786640dffeb314b574918875fae0229af5c7814,1dd73a21d1fd7659d7490174d932c839b60a5f976d859a0a59b9ba7d92d47c5b,1dd73a21d1fd7659d7490174d932c839b60a5f976d859a0a59b9ba7d92d47c5b,8cd1ea3b722de1520369d6524fa05bf00185b8f19138cf4f32340537f5ad3313
30,primitive_q3_knn8,11,2,3,4,deterministic_random,deterministic_random_seed_6686487816875764488,1,18229561156836884266,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62450,187550,2065,proposal_budget_exhausted,False,,1238,3548,8,1,7743,86,100,3,2,3319,86,100,3,2,3319,6957a06212ad2d7cc020df629abefc5675d367fc52add60998a9c3edebc734d5,0b0491697423cfb17311eddef262d46cf698db271b371fa66e6b1b5eb6fec241,e6492653190e4aa869d82a1ecd3531ec4d0af2af0d3126270cbecc9a0bd91d1f,47e58dbae70ebed767e86113b4c404c62e9d84c441a81dd191a3240f34a5be6d
30,primitive_q3_knn8,11,3,4,1,stage3_baseline,cartesian_coordinate_gray,0,1320327242663135792,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,212011,53085,158926,1125,target_feasible,True,212011,48,48,1,48,3000,0,0,0,181,3322,0,0,0,181,3322,37f0334bc212dbaeabcae816e50d0be3be9c308e2d1391ed9c01e8e479e33ca3,484eef54058eea6cabf522d084e0f50f7f1ab763ca5e147600a12ab8e02367cb,484eef54058eea6cabf522d084e0f50f7f1ab763ca5e147600a12ab8e02367cb,f668551159b6fb0c79d7450b07726be92d273c2f7a4f07cde0d308ab15d125ff
30,primitive_q3_knn8,11,3,4,2,stage3_baseline,cartesian_coordinate_gray,1,2868130488252046320,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,173612,43388,130224,1113,target_feasible,True,173612,48,48,1,48,3000,0,0,0,242,3469,0,0,0,242,3469,37f0334bc212dbaeabcae816e50d0be3be9c308e2d1391ed9c01e8e479e33ca3,3397d9379593921e920d608ea52465ea5794c4651d73901382d7ccb0229d485b,3397d9379593921e920d608ea52465ea5794c4651d73901382d7ccb0229d485b,c6b39aafc5ba02bfbe7414f43fb832b440de9d163d7720c804f74215d36aba60
30,primitive_q3_knn8,11,3,4,3,deterministic_random,deterministic_random_seed_13723544603124352926,0,1066274589518976626,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62509,187491,2276,proposal_budget_exhausted,False,,1024,2376,6,8,7804,1,1,1,1,3431,1,1,1,1,3431,313447494c5223a98a3e7bb72536514469a0078ed7148eea9aac78ab888a7663,cb300bab2b80d396ce7652b3ed6d12b1d86d57c1bda013d90be58e451b612809,973522adcd72b2afc3cbe4c05cf96fcaa3ebe493a7c322011fa1de70cd8da057,ba27ae3a385de2c92de1de63bc01c1d6bb82e21687630fdc45c93d68947dad40
30,primitive_q3_knn8,11,3,4,4,deterministic_random,deterministic_random_seed_3533164716712118690,1,7065626672320902543,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62194,187806,2311,proposal_budget_exhausted,False,,1040,2398,7,2,7841,2,2,1,2,3425,2,2,1,2,3425,e2ac92603c68a3ddbe5dac917631dfb2306bfbbdcb66b9af6fd1f24aa7580f1d,66f2be32c8ed503c56660e70b166e2e38ee96ea5a245c1b735135ce184e29d29,66f2be32c8ed503c56660e70b166e2e38ee96ea5a245c1b735135ce184e29d29,b4ee1ac6f3e21073adf1fa95f06a0cb91c23ee31af6b1b47f0e0e21722043014
31,primitive_q3_knn8,13,1,2,1,stage3_baseline,cartesian_coordinate_gray,0,6385394395333917501,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62323,187677,325,proposal_budget_exhausted,False,,384,672,3,48,3000,277,364,3,5,2733,277,364,3,5,2733,11f83e2158153cc8b46ea76beba8c62fcaeabe5df38f5368c17ec438b6454f3d,7fc5944fcf54d63fc6c91f4196a2c4ecf813309977fef0bbbfb34df70991747f,7fc5944fcf54d63fc6c91f4196a2c4ecf813309977fef0bbbfb34df70991747f,05d48e0d21b788850a3ff3cc61ed603214c8634e4847403f81445ca7d7f117ec
31,primitive_q3_knn8,13,1,2,2,stage3_baseline,cartesian_coordinate_gray,1,13725504065850458476,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62589,187411,541,proposal_budget_exhausted,False,,384,672,3,48,3000,292,369,3,5,2733,292,369,3,5,2733,11f83e2158153cc8b46ea76beba8c62fcaeabe5df38f5368c17ec438b6454f3d,a6b2f255c48495f3cfa2ecb90217fea59bd349719de50543154f745f59a4b503,86e7a04f5ef3cec2455509fedfd6fd79ffc6569a1c713d45f97ee0c9cb587e52,57398b50e29048746b2192aeb9b7c8583be9b237f0dbe22b11ba9279ac29a602
31,primitive_q3_knn8,13,1,2,3,deterministic_random,deterministic_random_seed_12814025083707222539,0,13495844914996620707,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62489,187511,8951,proposal_budget_exhausted,False,,1411,6388,10,2,9220,653,1822,8,5,4522,653,1822,8,5,4522,86d7495e0a2beee95ebf9bd981f9f7820141d81c8b3ab085095a4df7e2738804,db8d25ed0ace8a3af8f52b48f1d0e032f79e9b29c72268be1f93a6e87910341b,db8d25ed0ace8a3af8f52b48f1d0e032f79e9b29c72268be1f93a6e87910341b,e939ada751e525d3b45312fef434f1a05fb35400a894a9f3b93a84d534a32ede
31,primitive_q3_knn8,13,1,2,4,deterministic_random,deterministic_random_seed_1192788138809296748,1,7932238611747206792,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62289,187711,9028,proposal_budget_exhausted,False,,1394,6358,10,2,9185,626,1660,8,2,4362,626,1660,8,2,4362,ed0a58f797df2cc91eda5b736eec1d76ee6d3cfb7f787fb02f3e7084fa65cf6f,d9014006e3f9e47b6393953e5bd5d996565b93e75ca736248124eebba0a0a1bb,d9014006e3f9e47b6393953e5bd5d996565b93e75ca736248124eebba0a0a1bb,e09504f566d78e77bbbfe1441da8087479fd7bc0d60ac4221e067ccacf57c64a
31,primitive_q3_knn8,13,2,3,1,stage3_baseline,cartesian_coordinate_gray,0,10147409489218836303,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62904,187096,376,proposal_budget_exhausted,False,,240,288,2,48,3000,53,57,2,4,3069,53,57,2,4,3069,11f83e2158153cc8b46ea76beba8c62fcaeabe5df38f5368c17ec438b6454f3d,6709b2176288623d784d891950f8eeefc401c32539106df648f75d3a3f054f90,dafdbcc8f1e8fb1cdb6bb1cfb0d602a374a5745fee71dd3e0fe80a1541ede108,e771f5d9c2b95170fbc292d6bd23013ed37e6bcbdb9f361976288a2dda9147bf
31,primitive_q3_knn8,13,2,3,2,stage3_baseline,cartesian_coordinate_gray,1,16095096896506131415,552e2830d8fb43ae649ff637b6ade485dd0dacce1e17a0985b92c37b28b615f2,250000,250000,62164,187836,375,proposal_budget_exhausted,False,,240,288,2,48,3000,62,65,2,3,3100,62,65,2,3,3100,11f83e2158153cc8b46ea76beba8c62fcaeabe5df38f5368c17ec438b6454f3d,0557219e131684a977c94a0ce4339fd96cba8522e3dc1755119390472d7ef298,66511937227df79c0adba0e1bb28a7c4bb687166a7fb3643d90ea5ed0300f13a,d92ac7b5765a3cafc89b31f72e13e19b54016f9b6cb641319fdf678e3d17aca3
