execution_order,graph_id,code_length,target_order_within_instance,target_r,run_order_within_target,initialisation_class,initialisation_id,restart_index,seed,kernel_config_sha256,proposal_budget,proposals_executed,swap_proposals,replacement_proposals,accepted_moves,stopping_reason,success,first_success_proposal,initial_violation_count,initial_total_excess,initial_maximum_excess,initial_maximum_distance_edge_count,initial_total_local_hamming,best_violation_count,best_total_excess,best_maximum_excess,best_maximum_distance_edge_count,best_total_local_hamming,final_violation_count,final_total_excess,final_maximum_excess,final_maximum_distance_edge_count,final_total_local_hamming,initial_state_sha256,best_state_sha256,final_state_sha256,checkpoint_sha256
1,icosphere_l2,8,1,2,1,stage4_witness,m8_r4,0,10764238611498913600,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37415,112585,1652,proposal_budget_exhausted,False,,313,480,2,167,1391,21,24,2,3,848,21,24,2,3,848,b633a8281dc3f1fb867ea08e1caa4bad97c21ab5a70fc14fc0ba312237d5a09a,2ac7fe15a9721bd6000c8d7e52fdca9fa511a11456d16e21e73d7fd526770790,a9f936dc8de604f3ae0d27170cdbb452f866b49d8bf3f0f0163d812d6d606ae3,bbb756b37d21c2c744ce93ab329de9268a20c7e64be835d6aed2556f764a4974
1,icosphere_l2,8,1,2,2,stage4_witness,m8_r4,1,13948743919430557256,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37635,112365,1655,proposal_budget_exhausted,False,,313,480,2,167,1391,24,29,2,5,855,24,29,2,5,855,b633a8281dc3f1fb867ea08e1caa4bad97c21ab5a70fc14fc0ba312237d5a09a,771f3748dba9a1af36d2aed67dae94d0965d7b2cfdd879caf8d4402695fb4306,82013658b598a9bc2c3aaeb8064eca2cfdca4b9375f5b47ef64af83e57917d25,1a4b89a8583706e629b4a041a62ca5865bbfc6c24f8544fc4e4c3917fa8b0a55
1,icosphere_l2,8,1,2,3,stage3_baseline,canonical_index_binary,0,3640590775910135664,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37340,112660,1754,proposal_budget_exhausted,False,,324,741,6,2,1638,14,17,2,3,830,14,17,2,3,830,c96659d499594419a99d7d6e2587cc6ae519794e2e1229fbd0deb1ada399b5a0,6b8f163b2e3085813620f01fac019fa1c179a9a08aa39f57407c06ec98fc8ba2,c60b49f71d82d962f94951611ad93a11c64de563d51b04d023110b0f6d487af2,569d4615470646924908e33e705693972df451c3ddeb2e61d3f530d7642e0c08
1,icosphere_l2,8,1,2,4,stage3_baseline,canonical_index_binary,1,10028045686766961361,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37367,112633,1772,proposal_budget_exhausted,False,,324,741,6,2,1638,20,24,2,4,824,20,24,2,4,824,c96659d499594419a99d7d6e2587cc6ae519794e2e1229fbd0deb1ada399b5a0,58d49a4d61ee7654ffd6ffb39a2625fd425c68780003847d09e4be47aa488b6a,58d49a4d61ee7654ffd6ffb39a2625fd425c68780003847d09e4be47aa488b6a,0af7a8f6a7ec09c4506e0a75e0a7da1d43adbd23706deef6e437bea2b817fbfd
1,icosphere_l2,8,1,2,5,deterministic_random,deterministic_random_seed_17798449937275197381,0,6160430743627687681,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37460,112540,1809,proposal_budget_exhausted,False,,417,955,6,4,1906,24,30,2,6,881,24,30,2,6,881,1fa5710e9e876449c6efa00f059c58d412d3df78bde50dbc0986df8ffc8d9805,80a9be67295c02870bd73a243a05c18452be07cfbe688a2825d7828de2f80afa,d465e884c63b91053b929646d5f11cd0938c4787f9835f96443848fda27370ee,f267405e9504e8c10dd5dc9a035d868440e9043dc3a4543545ed300ea7b67d6f
1,icosphere_l2,8,1,2,6,deterministic_random,deterministic_random_seed_12488477213605269481,1,9970770334342544187,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37663,112337,1873,proposal_budget_exhausted,False,,415,979,6,3,1928,22,25,2,3,845,22,25,2,3,845,0f7fdd1642ba9a47d044f22b3d0ac3f26082eb5a478e491a2c97d6a7767ad669,72966bdbc97ea6d996522410de6c870c5836167f5ed3f6bc39b40050468436cc,bd080d7e7a2546a2fdb462e4ae60082350cb99a59b5d8aa9678997f78ace7b7e,c50f64b44870cff96af0398a16cf69d995af50adcda69c3fe888dde58ffe7c11
1,icosphere_l2,8,2,3,1,stage4_witness,m8_r4,0,7726398136580327770,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,92368,23342,69026,2422,target_feasible,True,92368,167,167,1,167,1391,0,0,0,109,910,0,0,0,109,910,b633a8281dc3f1fb867ea08e1caa4bad97c21ab5a70fc14fc0ba312237d5a09a,33a7d1c7020a2118d9f7f4851e13d76b83f290b05f1f594193f2cc345edacf25,33a7d1c7020a2118d9f7f4851e13d76b83f290b05f1f594193f2cc345edacf25,497fccbaf30360474d00e4a5a32498262955b6ee9bd94d9a2597be1e1ed8b86d
1,icosphere_l2,8,2,3,2,stage4_witness,m8_r4,1,15148160348637711450,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,104959,26325,78634,2315,target_feasible,True,104959,167,167,1,167,1391,0,0,0,72,836,0,0,0,72,836,b633a8281dc3f1fb867ea08e1caa4bad97c21ab5a70fc14fc0ba312237d5a09a,45e5673b9cecba566f28788153dd49860f6acbb1fe7c53fa5f0001fea5b02127,45e5673b9cecba566f28788153dd49860f6acbb1fe7c53fa5f0001fea5b02127,48530d426abe868f5def91eb77b60cd016f48d5754d958aa8fe8fb74db1273fb
1,icosphere_l2,8,2,3,3,stage3_baseline,canonical_index_binary,0,8227819078447933036,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,88772,22219,66553,2333,target_feasible,True,88772,231,417,5,2,1638,0,0,0,101,896,0,0,0,101,896,c96659d499594419a99d7d6e2587cc6ae519794e2e1229fbd0deb1ada399b5a0,21d47db2f5b3e989f2451052e242da3197db3efee9717a9bea10a5772e569cc4,21d47db2f5b3e989f2451052e242da3197db3efee9717a9bea10a5772e569cc4,52d9167bd2618dd7f453b3c7065ce5aa564657547a6a6bdc47747fd8bab07803
1,icosphere_l2,8,2,3,4,stage3_baseline,canonical_index_binary,1,14288405462835687374,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,104305,26142,78163,2440,target_feasible,True,104305,231,417,5,2,1638,0,0,0,96,869,0,0,0,96,869,c96659d499594419a99d7d6e2587cc6ae519794e2e1229fbd0deb1ada399b5a0,545135549a5ef6adc43819df4ea7a4584d8af841fccbfa1915ff83bc7c18f566,545135549a5ef6adc43819df4ea7a4584d8af841fccbfa1915ff83bc7c18f566,617355e9e43f4aee6c30e0df4da54adc1080860fb9568aeffffdfbe2642cb485
1,icosphere_l2,8,2,3,5,deterministic_random,deterministic_random_seed_1503128695425825113,0,11193076567024220646,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,83075,20766,62309,2629,target_feasible,True,83075,304,606,5,2,1971,0,0,0,105,894,0,0,0,105,894,0ee1fcafd6fe1ebb108f3f2c5ee49b982595a41217181141da229c2d8d3430b3,cbce5300b74f4d6922c86260d0768ba800c00973ed8d95e397df3633c9fbeba4,cbce5300b74f4d6922c86260d0768ba800c00973ed8d95e397df3633c9fbeba4,7d648ab6cf930b324675f7f1071d9a038ca3f2e0efa570a79a16d478d20ae579
1,icosphere_l2,8,2,3,6,deterministic_random,deterministic_random_seed_13937363919013851012,1,2892312471833747274,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,94740,23572,71168,2547,target_feasible,True,94740,304,561,4,24,1928,0,0,0,94,882,0,0,0,94,882,ecc9f5c917d08dab5dd60ed660c6b41212854e13ddee53641d7b14f2cd2a565e,0c1f3c9b0f52b594051a1fbacbd786debfff981d51352e895b5dbd259e87621b,0c1f3c9b0f52b594051a1fbacbd786debfff981d51352e895b5dbd259e87621b,54b6102c2b0fd61dff936e14c9467bcaafcfed6f97929df73bde38d00fcb7e95
2,icosphere_l2,9,1,2,1,stage4_witness,m9_r3,0,6796424118464846063,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37633,112367,1742,proposal_budget_exhausted,False,,232,232,1,232,1139,31,43,2,12,904,31,43,2,12,904,74eb9177a2f2c36a44507c280ebf9a30bd6c58f5599b4fe5f19abf43e10962fc,65ca8c0331ae9c6797cb8685559e4dab9c7ed59391dba8f86ba0134a76f9438f,363f3b69ab4de58fe7f84289a4acb3ac2a685dfa2a7caac7c655960528dd352d,553785978f276e303ce6cb2cee5a9b7d0a1a8ceed7af2b0bb649d32d8db7026b
2,icosphere_l2,9,1,2,2,stage4_witness,m9_r3,1,3285018937945410241,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37709,112291,1281,proposal_budget_exhausted,False,,232,232,1,232,1139,40,46,2,6,875,40,46,2,6,875,74eb9177a2f2c36a44507c280ebf9a30bd6c58f5599b4fe5f19abf43e10962fc,5b62c7273ab61a1d6ec814e6d0ffd6017a84bafb0129d337b225083a118c90d4,5b62c7273ab61a1d6ec814e6d0ffd6017a84bafb0129d337b225083a118c90d4,7f80def561f0ea5ef7a971e140c26ba854a151ee9ba02d07ad371d620a009d1e
2,icosphere_l2,9,1,2,3,stage3_baseline,canonical_index_binary,0,9214890470417083307,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37257,112743,1601,proposal_budget_exhausted,False,,324,741,6,2,1638,26,39,3,1,896,26,39,3,1,896,9db80a0eea8b0e4553e6c116e0ef8e239919627f8e65dc97d03936dd528e79d3,ce0ba2d96db5fc89fea24859466e981b6c8b5213d1d3d298a58f04508c01acf0,ce0ba2d96db5fc89fea24859466e981b6c8b5213d1d3d298a58f04508c01acf0,644f8f879e496897c78a6080a0924eb5f7f5b817919819f3ca631bf58454e3e6
2,icosphere_l2,9,1,2,4,stage3_baseline,canonical_index_binary,1,16993597096448670912,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37583,112417,1895,proposal_budget_exhausted,False,,324,741,6,2,1638,35,43,2,8,868,35,43,2,8,868,9db80a0eea8b0e4553e6c116e0ef8e239919627f8e65dc97d03936dd528e79d3,a48dc47431dfe6f257df0143b8b8ad6859c7b27acfb555c9f43263c6d24e72a3,b57c18a1723e0867d27d01746e670ea79c555263eef462abf04487cb0e88cb54,c51b487d499b969e2ece4f759e8ba2c3c83f2b2cd188aa735223e9fd02cebf1e
2,icosphere_l2,9,1,2,5,deterministic_random,deterministic_random_seed_3666604857553870798,0,1528810349848541460,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37381,112619,2184,proposal_budget_exhausted,False,,439,1200,7,1,2154,35,46,2,11,867,35,46,2,11,867,25abdd5db7ffec8d3728514071154f8936017a4e37da027d34ad1c6f291cf112,b86b8d48eb1bff78d2317bf7665ab77faafc4621f817c75e8b6f28cc82e355a8,eece77df03d94e8313555d7749b403020d6b9af6472695fc636d9a1e8c8b4fa5,f9ad88c15b0ab0386ec2e4dcfe926a85e957231afc3dbcd55c07a8b1dd4c0842
2,icosphere_l2,9,1,2,6,deterministic_random,deterministic_random_seed_1418030794869516564,1,5031012001165874113,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37332,112668,2311,proposal_budget_exhausted,False,,433,1225,7,1,2175,36,46,2,10,898,36,46,2,10,898,23bd616398cab10678d39e869e911bb5a3de253358ba80835f8abcd1e94bfba7,b8b04132252fa5e8e7bde386b01db490212200fffeb8cd60deee2a128ce426ca,2a1227805e281001880ad3f28f139beebad2296c24b151f5f829bcf046812625,c898354fa41713dcca6a307fefdbb3101e3567e39ce6509ac675e42a6be3d7cc
3,icosphere_l2,10,1,2,1,stage4_witness,m10_r3,0,15119114495536722488,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37244,112756,1904,proposal_budget_exhausted,False,,256,256,1,256,1185,68,116,5,1,985,68,116,5,1,985,82448dc8bcc9d24b197269c314176327226fc9c5d4739838b03a02bf262b87b4,e5dd0b3d43c5b319840c69724b5bbf6ca36a9e35321298c05cd501a9dbd035f4,f72a1029fcc95e36c53cd76a4d860a8bda36127dea69d4fa20538cb7ecccc8f7,b312212cbb9b503c971657e845ac4291c939efb3aada20603bd12647007ee9e5
3,icosphere_l2,10,1,2,2,stage4_witness,m10_r3,1,418940699077630585,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37546,112454,2024,proposal_budget_exhausted,False,,256,256,1,256,1185,66,98,4,1,944,66,98,4,1,944,82448dc8bcc9d24b197269c314176327226fc9c5d4739838b03a02bf262b87b4,bad5d0b9e5ae52d69f826f27b925c734001ed3ad5ce0323b849d191b30178a0f,bad5d0b9e5ae52d69f826f27b925c734001ed3ad5ce0323b849d191b30178a0f,1ae75b1013ad37f02c8e6f4eb0b1576e5e5cbb6042d87240dae2f36fa74352d9
3,icosphere_l2,10,1,2,3,stage3_baseline,canonical_index_binary,0,6785352256943665607,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37387,112613,2119,proposal_budget_exhausted,False,,324,741,6,2,1638,72,110,4,2,950,72,110,4,2,950,9103456a4b6ea6d5c6fab5523507e924e220146e78526d38de0304be5d318f03,9417015d0f07625f4d5bb887495123603c58dd1a30bb9ffb643ae887d1bfff22,9417015d0f07625f4d5bb887495123603c58dd1a30bb9ffb643ae887d1bfff22,513d1b40df61a899327cbc57253e436a8157212ae8932e4c8312ead6f06b1e65
3,icosphere_l2,10,1,2,4,stage3_baseline,canonical_index_binary,1,13517933736512917490,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37423,112577,2303,proposal_budget_exhausted,False,,324,741,6,2,1638,73,105,5,1,965,73,105,5,1,965,9103456a4b6ea6d5c6fab5523507e924e220146e78526d38de0304be5d318f03,bbbde0025e5f2b4673303011552dae87c9906e7df850e8a58e543b514b999fa8,35ca016c71129db8a577716a5bb2f6710ab15e7c906046adb138702bbd692da8,67788199ad220ee8f03270add406b86d761bcf01c3d99d7b673e4ee43a1bfc36
3,icosphere_l2,10,1,2,5,deterministic_random,deterministic_random_seed_3301945426204897657,0,8321175106435824979,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37556,112444,3305,proposal_budget_exhausted,False,,447,1450,7,5,2405,76,109,3,4,964,76,109,3,4,964,509a61a5bc5402da5a4ce5baabb63813178de5027ff864384bd7cbfa5ff53ede,484e9a90a2715d42d9e7db7f328cab13469eb7d673f6250020c65275360af6a4,f6b019361c9f5ca166362ee808fa630a3e4998f71dce88db14c950a3e3599e45,2b3725df8063cad6f06dac5ec9f49eecd5cc6e12733de0b27b2d7b928b4dcd26
3,icosphere_l2,10,1,2,6,deterministic_random,deterministic_random_seed_482602080597249361,1,12672631739299656822,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37454,112546,2825,proposal_budget_exhausted,False,,453,1432,7,5,2387,55,74,2,19,929,55,74,2,19,929,388efc94cad30ebe011c5f0bf3cd98f738827806dea60c698852df11076822f1,375abbbf5cb7d16ebfbeff29dde3a86d0835ca295433a4f88da721b075021919,379f5a9d8ecb726841ca968adf653eeb292d87737a3c6010dc3679db116ce7ab,dcfef59b9025076fd710f165b4089981a094c2a9f86f17f1122fb672adc5309d
4,icosphere_l2,12,1,2,1,stage4_witness,m10_r3,0,2152002314695258017,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37611,112389,3684,proposal_budget_exhausted,False,,256,256,1,256,1185,127,246,7,1,1118,127,246,7,1,1118,5801ef6f5bdf8cca9a90b85f0b48f2488db9363ef874e8b6a0f139116417d681,355a35fb5a92875fece35985a304087626bf3b0f3d9314cdacf5f2e1d5c91a02,355a35fb5a92875fece35985a304087626bf3b0f3d9314cdacf5f2e1d5c91a02,b63fd187d1361ae744d634e8df3c12930e3a1b033b5d63d17344f412ec9b5af1
4,icosphere_l2,12,1,2,2,stage4_witness,m10_r3,1,9529532068514847444,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37511,112489,3898,proposal_budget_exhausted,False,,256,256,1,256,1185,140,315,8,2,1212,140,315,8,2,1212,5801ef6f5bdf8cca9a90b85f0b48f2488db9363ef874e8b6a0f139116417d681,2be1c42a600248a27d73ac180679b05ff5b16b1f4d6554eacef82268d5d40d5b,fe8044b6df4c228a561e03910877a8ef217ba567f0de5c0b73f93e9be0bc9b1c,8c443e532991654abf2d4c01b15098778f9ba47401c23008b5f9e1c82d249bf1
4,icosphere_l2,12,1,2,3,stage3_baseline,canonical_index_binary,0,4511002238505063214,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37534,112466,3848,proposal_budget_exhausted,False,,324,741,6,2,1638,137,259,5,2,1153,137,259,5,2,1153,494c62ceb89a3a7d63246ae420281cdc22b46e048081edd4c38ad88dfc48cdfa,6ed92da1d820e60f22ec888c749b6c6224ce9ac8ba66faf9adcf0c6f0baa2348,6ed92da1d820e60f22ec888c749b6c6224ce9ac8ba66faf9adcf0c6f0baa2348,71127f07be9a36dc38515171ab083a6b476ac72d9e488868bbcceff2b7f6d8da
4,icosphere_l2,12,1,2,4,stage3_baseline,canonical_index_binary,1,4364663063643561354,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37213,112787,3960,proposal_budget_exhausted,False,,324,741,6,2,1638,150,357,7,1,1244,150,357,7,1,1244,494c62ceb89a3a7d63246ae420281cdc22b46e048081edd4c38ad88dfc48cdfa,26f1f8b038b00f81ea479cdec8479330d744e700a37056b6ec6d17a29563e511,26f1f8b038b00f81ea479cdec8479330d744e700a37056b6ec6d17a29563e511,a9d4db444262d0f338ac28a3e4ac471644caf69e48fe8916f493ce018982c505
4,icosphere_l2,12,1,2,5,deterministic_random,deterministic_random_seed_14887553102638525367,0,7724789848698448784,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37477,112523,6778,proposal_budget_exhausted,False,,465,1825,9,2,2785,142,274,6,3,1166,142,274,6,3,1166,a1aec8cd4d277e5b5846131ce2b1eecdcb12244df98ed24322121cb39ccb97bb,31764985164b5b9ae033e3673f4566deca69b2fa52acfeb0859b0d41237d181a,31764985164b5b9ae033e3673f4566deca69b2fa52acfeb0859b0d41237d181a,ba852ac286a4c8351a0874ffbb22251610c7a1b753d84d5fdff3cd87f98ccf80
4,icosphere_l2,12,1,2,6,deterministic_random,deterministic_random_seed_2160611908468942976,1,6885657983755294551,504e0a4fe560587dfbe701876f75e5ab89a1824f1f251fd562d5e09fccf9217b,150000,150000,37618,112382,5502,proposal_budget_exhausted,False,,470,1957,9,1,2914,140,263,5,1,1151,140,263,5,1,1151,4a7b39c25dabba9a3e8821398ccdaa81a16c73927ea50355c617ff195a12646f,e548e60b8602222a7f3c6007e9ebd28ec41c711b866facb17e68347bb4f71912,e548e60b8602222a7f3c6007e9ebd28ec41c711b866facb17e68347bb4f71912,af72c93a71121d689fd4b2c19f820e567847a994171c48cdc4735d5cbacb5a81
5,icosphere_l3,10,1,2,1,stage3_baseline,canonical_index_binary,0,13927606832135628602,d79d375055b006ce804355602a5374448ae9b33dbb2c1819c22b63832fe410c2,300000,300000,75173,224827,6512,proposal_budget_exhausted,False,,1392,4074,8,2,7642,422,718,6,1,4191,422,718,6,1,4191,8a051235935d9700fba7de0c231deb98fc481326f477ebea2f7c0d2fcfbc5eab,1a79ccb7d6ac908db03709289eda10636d975311c903cc75ca76fcaed6fb6787,1a79ccb7d6ac908db03709289eda10636d975311c903cc75ca76fcaed6fb6787,53b992fb8709600f88158cd0ee61c038fe59cd40f4b55b57f1c6d8764382264d
5,icosphere_l3,10,1,2,2,stage3_baseline,canonical_index_binary,1,4694205784144876781,d79d375055b006ce804355602a5374448ae9b33dbb2c1819c22b63832fe410c2,300000,300000,75309,224691,6839,proposal_budget_exhausted,False,,1392,4074,8,2,7642,402,686,5,3,4145,402,686,5,3,4145,8a051235935d9700fba7de0c231deb98fc481326f477ebea2f7c0d2fcfbc5eab,c1478b48980e2d4a4042f69dfd38d6752a98e168c59e973aec2bfaa45d4babc0,67bd4b2c2f166939069c838db6d3d03bcfa51780bbfa4168660c2beaf4f6c092,30d63edd62ae2ee4fee12e766778b6b23536c46f55d2e4237e76107aa2f55359
5,icosphere_l3,10,1,2,3,deterministic_random,deterministic_random_seed_16023421184216165195,0,17649670927297964626,d79d375055b006ce804355602a5374448ae9b33dbb2c1819c22b63832fe410c2,300000,300000,74738,225262,8124,proposal_budget_exhausted,False,,1812,5735,8,3,9554,444,868,6,4,4379,444,868,6,4,4379,690d78b892b95dc07cdb05157f614a487d1554f1b221f516d52aabb1043645ff,d53ebb3b000b9e55da054c5e30330c2b6b4665ecf5e9fd9fb23c63982a960f9c,d53ebb3b000b9e55da054c5e30330c2b6b4665ecf5e9fd9fb23c63982a960f9c,d3c81db06177256ea28a314696fac475f5ffa0e07f64271934d0a7c795281e51
5,icosphere_l3,10,1,2,4,deterministic_random,deterministic_random_seed_7442435435908895777,1,6748359859811526394,d79d375055b006ce804355602a5374448ae9b33dbb2c1819c22b63832fe410c2,300000,300000,75218,224782,8395,proposal_budget_exhausted,False,,1822,5757,8,3,9579,430,807,6,3,4354,430,807,6,3,4354,180e529a4153ce681de4f896dc11fd73e9da0ed6a5d95132861aa857c49675a2,f2745f241de1fff361d27b80119f67f0cfa7d555e75f69e842e0a9cea7b139d5,f2745f241de1fff361d27b80119f67f0cfa7d555e75f69e842e0a9cea7b139d5,ce61dc44d1f23c195fc4bee4d36cfdf345f664af43241d1c5458454024ba07c7
5,icosphere_l3,10,2,3,1,stage3_baseline,canonical_index_binary,0,13641628107092981709,d79d375055b006ce804355602a5374448ae9b33dbb2c1819c22b63832fe410c2,300000,300000,75389,224611,4308,proposal_budget_exhausted,False,,1139,2682,7,2,7642,38,42,2,4,4164,38,42,2,4,4164,8a051235935d9700fba7de0c231deb98fc481326f477ebea2f7c0d2fcfbc5eab,b6949a7e7e0c417745898893e199e5bf0368dba656772fd547aaa1f1be1a4230,bdf318de92870466dfa6ba162b8e23bd9309983881be57b569cb50ec4e950e7b,ecc46ef958e941e5261727e168f50e23299a254fa4cf268bcaa0d697dac45dc6
5,icosphere_l3,10,2,3,2,stage3_baseline,canonical_index_binary,1,5223337211484659361,d79d375055b006ce804355602a5374448ae9b33dbb2c1819c22b63832fe410c2,300000,300000,75092,224908,4319,proposal_budget_exhausted,False,,1139,2682,7,2,7642,44,48,3,1,4271,44,48,3,1,4271,8a051235935d9700fba7de0c231deb98fc481326f477ebea2f7c0d2fcfbc5eab,e6ca9f57d62e766cf03a9c18d71a8b05cc53b4b50d505a1f04e083c055259cf3,1b0c395d5322ee78b8ed4052d57527669dfe107021092e47dff50ed63e3a6941,da4efc8c496c161eac9f363740f0231ccb131555efcbd9b26c22c1757fc52b10
5,icosphere_l3,10,2,3,3,deterministic_random,deterministic_random_seed_756781631483076504,0,7159002986833030306,d79d375055b006ce804355602a5374448ae9b33dbb2c1819c22b63832fe410c2,300000,300000,74920,225080,5192,proposal_budget_exhausted,False,,1566,3910,6,19,9535,29,30,2,1,4174,29,30,2,1,4174,73847abc0ad706e36d9d63fd3d02f7a991beb661b84da18d235c7290ebdfc2ad,9b25211cd3942dfaedc64b63c38d4edb722331e559835725d32a0d8589c4f317,5cbbe5461fe7e43011022de1844ee397816240cba889dc3b7a21589286941946,814eb64a2304f80832038848a73e7afa50660b0d7f3df3327b89a5312d2f423d
5,icosphere_l3,10,2,3,4,deterministic_random,deterministic_random_seed_1620402786245288747,1,13728120145390471201,d79d375055b006ce804355602a5374448ae9b33dbb2c1819c22b63832fe410c2,300000,300000,74930,225070,5058,proposal_budget_exhausted,False,,1573,3873,7,1,9504,37,37,1,37,4239,37,37,1,37,4239,4f992dbc4850e10e6aa141a5e5049519c7a1abce7e501239d6d0774d60734fce,aa5d3a51e37c8ed64d48064531151178e24a96ab50f6db0ed552e93eecf77484,cdf85078c65c4e481cb8615b789794dfdac73b62af778833b539ebc2be5fbdc4,921499a9f7a0b0cb5900b4158931597241c5f265344da6639d1f51230dbb623f
5,icosphere_l3,10,3,4,1,stage3_baseline,canonical_index_binary,0,4927721067379553732,d79d375055b006ce804355602a5374448ae9b33dbb2c1819c22b63832fe410c2,300000,244304,60862,183442,5774,target_feasible,True,244304,797,1543,6,2,7642,0,0,0,251,4492,0,0,0,251,4492,8a051235935d9700fba7de0c231deb98fc481326f477ebea2f7c0d2fcfbc5eab,1bb225e4bf4e28c5972b06e2d020de88ec8689f4b926523e901cb44146371224,1bb225e4bf4e28c5972b06e2d020de88ec8689f4b926523e901cb44146371224,dd9229a1077ca7efeb8b26cbb43fcd4ebd03b4cfdde7b418b7881e05ed28c754
5,icosphere_l3,10,3,4,2,stage3_baseline,canonical_index_binary,1,1910770462853372363,d79d375055b006ce804355602a5374448ae9b33dbb2c1819c22b63832fe410c2,300000,224920,56072,168848,5692,target_feasible,True,224920,797,1543,6,2,7642,0,0,0,297,4576,0,0,0,297,4576,8a051235935d9700fba7de0c231deb98fc481326f477ebea2f7c0d2fcfbc5eab,2035d68c3fc847b6979e3d24f408c16a15a61f31640556835fcc2efdf19ec10d,2035d68c3fc847b6979e3d24f408c16a15a61f31640556835fcc2efdf19ec10d,6b3daa51cd5700e712b63830382bfe0bf7a607dc95eb618eed7765dae2c42743
5,icosphere_l3,10,3,4,3,deterministic_random,deterministic_random_seed_1752360962727372961,0,2506614824244478800,d79d375055b006ce804355602a5374448ae9b33dbb2c1819c22b63832fe410c2,300000,227390,56638,170752,6270,target_feasible,True,227390,1207,2388,6,4,9584,0,0,0,273,4559,0,0,0,273,4559,73fbbfa6066d8444a2150fc3efbb471eaae726f61123203576b1ff4fb3c3b891,3bc2da163b70de7d371ec6d64c27765f49d4915caae5818a3bfe07af25ecda2b,3bc2da163b70de7d371ec6d64c27765f49d4915caae5818a3bfe07af25ecda2b,9d19003d3921dfa412bd872c92eb9f8fb403cf0dde4f6e9e3cac1e932acc5fd7
5,icosphere_l3,10,3,4,4,deterministic_random,deterministic_random_seed_9118822391931343987,1,11274813110648325981,d79d375055b006ce804355602a5374448ae9b33dbb2c1819c22b63832fe410c2,300000,238873,60002,178871,6359,target_feasible,True,238873,1208,2418,6,2,9621,0,0,0,253,4521,0,0,0,253,4521,e140508975df705ef5516e179a0d8c13727fe19caf2ed6c2d030a5ca646024fc,12aeae5ea97185adb833def24050132e22b95218370191b435d624b101e086db,12aeae5ea97185adb833def24050132e22b95218370191b435d624b101e086db,52e5187881f0ff2c5fc3cf97355308369d79de7887fcc79500ea560edc7e35ba
